file_id,file_name,longitude_latitude,buildings
988,BLD07307_PS3_K3A_NIA0382,"[[-117.9939452147, 33.8323532305, 0.0], [-117.9878593762, 33.8324021394, 0.0], [-117.9879178099, 33.8374809742, 0.0], [-117.9940040083, 33.837432056, 0.0]]",218
989,BLD07308_PS3_K3A_NIA0382,"[[-117.9878593762, 33.8324021394, 0.0], [-117.981773523, 33.832450748, 0.0], [-117.9818315969, 33.8375295921, 0.0], [-117.9879178099, 33.8374809742, 0.0]]",310
990,BLD07309_PS3_K3A_NIA0382,"[[-117.981773523, 33.832450748, 0.0], [-117.9756876552, 33.8324990563, 0.0], [-117.9757453693, 33.8375779096, 0.0], [-117.9818315969, 33.8375295921, 0.0]]",253
991,BLD07310_PS3_K3A_NIA0382,"[[-117.9756876552, 33.8324990563, 0.0], [-117.969601773, 33.8325470643, 0.0], [-117.9696591272, 33.8376259268, 0.0], [-117.9757453693, 33.8375779096, 0.0]]",53
992,BLD07312_PS3_K3A_NIA0382,"[[-117.9635158765, 33.832594772, 0.0], [-117.9574299656, 33.8326421794, 0.0], [-117.9574866001, 33.83772106, 0.0], [-117.9635728708, 33.8376736436, 0.0]]",286
993,BLD07313_PS3_K3A_NIA0382,"[[-117.9574299656, 33.8326421794, 0.0], [-117.9513440406, 33.8326892865, 0.0], [-117.9514003152, 33.8377681761, 0.0], [-117.9574866001, 33.83772106, 0.0]]",340
994,BLD07314_PS3_K3A_NIA0382,"[[-117.9513440406, 33.8326892865, 0.0], [-117.9452581015, 33.8327360933, 0.0], [-117.9453140162, 33.8378149918, 0.0], [-117.9514003152, 33.8377681761, 0.0]]",175
995,BLD07315_PS3_K3A_NIA0382,"[[-117.9452581015, 33.8327360933, 0.0], [-117.9391721483, 33.8327825997, 0.0], [-117.9392277032, 33.8378615071, 0.0], [-117.9453140162, 33.8378149918, 0.0]]",36
996,BLD07316_PS3_K3A_NIA0382,"[[-117.9391721483, 33.8327825997, 0.0], [-117.9330861813, 33.8328288059, 0.0], [-117.9331413762, 33.8379077221, 0.0], [-117.9392277032, 33.8378615071, 0.0]]",123
997,BLD07324_PS3_K3A_NIA0382,"[[-117.9695444332, 33.8274681976, 0.0], [-117.9634588964, 33.8275158962, 0.0], [-117.9635158765, 33.832594772, 0.0], [-117.969601773, 33.8325470643, 0.0]]",303
998,BLD07657_PS3_K3A_NIA0383,"[[-118.0036960342, 34.0022168065, 0.0], [-117.9975981257, 34.0022664132, 0.0], [-117.9976575139, 34.0073450927, 0.0], [-118.0037557853, 34.0072954766, 0.0]]",3
999,BLD07658_PS3_K3A_NIA0383,"[[-117.9975981257, 34.0022664132, 0.0], [-117.9915002023, 34.0023157176, 0.0], [-117.9915592277, 34.0073944066, 0.0], [-117.9976575139, 34.0073450927, 0.0]]",58
1000,BLD07660_PS3_K3A_NIA0383,"[[-117.9854022642, 34.0023647199, 0.0], [-117.9793043114, 34.00241342, 0.0], [-117.979362611, 34.0074921275, 0.0], [-117.9854609267, 34.0074434181, 0.0]]",142
1001,BLD07667_PS3_K3A_NIA0383,"[[-117.942716291, 34.0026992737, 0.0], [-117.9366182379, 34.0027458582, 0.0], [-117.9366739972, 34.0078246289, 0.0], [-117.9427724133, 34.0077780356, 0.0]]",17
1002,BLD07668_PS3_K3A_NIA0383,"[[-117.9366182379, 34.0027458582, 0.0], [-117.9305201708, 34.0027921405, 0.0], [-117.9305755673, 34.00787092, 0.0], [-117.9366739972, 34.0078246289, 0.0]]",24
1003,BLD07669_PS3_K3A_NIA0383,"[[-117.9305201708, 34.0027921405, 0.0], [-117.9244220899, 34.0028381205, 0.0], [-117.9244771234, 34.0079169088, 0.0], [-117.9305755673, 34.00787092, 0.0]]",27
1004,BLD07670_PS3_K3A_NIA0383,"[[-117.9244220899, 34.0028381205, 0.0], [-117.9183239952, 34.0028837983, 0.0], [-117.9183786658, 34.0079625952, 0.0], [-117.9244771234, 34.0079169088, 0.0]]",16
1005,BLD07671_PS3_K3A_NIA0383,"[[-117.9183239952, 34.0028837983, 0.0], [-117.9122258867, 34.0029291739, 0.0], [-117.9122801944, 34.0080079794, 0.0], [-117.9183786658, 34.0079625952, 0.0]]",26
1006,BLD07672_PS3_K3A_NIA0383,"[[-117.9122258867, 34.0029291739, 0.0], [-117.9061277647, 34.0029742472, 0.0], [-117.9061817095, 34.0080530613, 0.0], [-117.9122801944, 34.0080079794, 0.0]]",45
1007,BLD07674_PS3_K3A_NIA0383,"[[-117.9000296292, 34.0030190183, 0.0], [-117.8939314803, 34.0030634871, 0.0], [-117.8939846992, 34.0081423182, 0.0], [-117.9000832111, 34.0080978409, 0.0]]",280
1008,BLD07676_PS3_K3A_NIA0383,"[[-118.0646109175, 33.9966255416, 0.0], [-118.0585135254, 33.9966781602, 0.0], [-118.0585765264, 34.0017567472, 0.0], [-118.0646742812, 34.0017041185, 0.0]]",464
1009,BLD07678_PS3_K3A_NIA0383,"[[-118.0524161176, 33.9967304768, 0.0], [-118.0463186941, 33.9967824912, 0.0], [-118.0463809696, 34.0018610979, 0.0], [-118.0524787558, 34.0018090737, 0.0]]",220
1010,BLD07684_PS3_K3A_NIA0383,"[[-118.0158313445, 33.9970380311, 0.0], [-118.0097338288, 33.9970882326, 0.0], [-118.0097939277, 34.0021668976, 0.0], [-118.0158918062, 34.0021166864, 0.0]]",1
1011,BLD07773_PS3_K3A_NIA0383,"[[-117.9973607215, 33.9819516521, 0.0], [-117.9912642488, 33.9820009191, 0.0], [-117.991323215, 33.9870796252, 0.0], [-117.9974200503, 33.9870303488, 0.0]]",86
1012,BLD08023_PS3_K3A_NIA0384,"[[-118.2027481172, 34.0961960899, 0.0], [-118.1966438853, 34.0962557067, 0.0], [-118.1967153734, 34.1013339695, 0.0], [-118.2028199697, 34.1012743414, 0.0]]",8
1013,BLD08026_PS3_K3A_NIA0384,"[[-118.184435368, 34.0963740307, 0.0], [-118.1783310826, 34.0964327379, 0.0], [-118.1784014773, 34.1015110343, 0.0], [-118.1845061271, 34.101452316, 0.0]]",187
1014,BLD08027_PS3_K3A_NIA0384,"[[-118.1783310826, 34.0964327379, 0.0], [-118.1722267797, 34.0964911418, 0.0], [-118.1722968099, 34.1015694493, 0.0], [-118.1784014773, 34.1015110343, 0.0]]",107
1015,BLD08031_PS3_K3A_NIA0384,"[[-118.1539137661, 34.0966645343, 0.0], [-118.1478093936, 34.0967217254, 0.0], [-118.1478779658, 34.1018000767, 0.0], [-118.1539827028, 34.1017428747, 0.0]]",607
1016,BLD08035_PS3_K3A_NIA0384,"[[-118.1294961734, 34.0968914792, 0.0], [-118.1233917328, 34.0969474573, 0.0], [-118.123458847, 34.1020258515, 0.0], [-118.1295636521, 34.1019698627, 0.0]]",344
1017,BLD08037_PS3_K3A_NIA0384,"[[-118.2576102703, 34.0905677437, 0.0], [-118.2515065679, 34.0906300774, 0.0], [-118.2515813172, 34.0957082406, 0.0], [-118.2576853839, 34.0956458951, 0.0]]",324
1018,BLD08038_PS3_K3A_NIA0384,"[[-118.2515065679, 34.0906300774, 0.0], [-118.2454028468, 34.0906921079, 0.0], [-118.2454772317, 34.0957702829, 0.0], [-118.2515813172, 34.0957082406, 0.0]]",402
1019,BLD08203_PS3_K3A_NIA0384,"[[-118.1960726249, 34.0556294482, 0.0], [-118.1899712875, 34.0556886718, 0.0], [-118.1900422687, 34.0607669805, 0.0], [-118.1961439699, 34.0607077457, 0.0]]",191
1020,BLD08376_PS3_K3A_NIA0384,"[[-118.238191019, 34.0145805132, 0.0], [-118.2320927149, 34.0146417628, 0.0], [-118.232166095, 34.0197200263, 0.0], [-118.2382647621, 34.0196587651, 0.0]]",43
1021,BLD08378_PS3_K3A_NIA0384,"[[-118.2259943924, 34.01470271, 0.0], [-118.2198960516, 34.014763355, 0.0], [-118.2199687058, 34.0198416417, 0.0], [-118.2260674096, 34.0197809851, 0.0]]",43
1022,BLD08379_PS3_K3A_NIA0384,"[[-118.2198960516, 34.014763355, 0.0], [-118.2137976927, 34.0148236978, 0.0], [-118.2138699839, 34.0199019959, 0.0], [-118.2199687058, 34.0198416417, 0.0]]",69
1023,BLD08387_PS3_K3A_NIA0384,"[[-118.1711086782, 34.015237633, 0.0], [-118.165010177, 34.0152955574, 0.0], [-118.1650795642, 34.0203739452, 0.0], [-118.1711784284, 34.0203160097, 0.0]]",756
1024,BLD08389_PS3_K3A_NIA0384,"[[-118.1589116584, 34.0153531795, 0.0], [-118.1528131225, 34.0154104994, 0.0], [-118.1528817836, 34.020488909, 0.0], [-118.1589806825, 34.0204315783, 0.0]]",358
1025,BLD08390_PS3_K3A_NIA0384,"[[-118.1528131225, 34.0154104994, 0.0], [-118.1467145695, 34.0154675169, 0.0], [-118.1467828675, 34.0205459373, 0.0], [-118.1528817836, 34.020488909, 0.0]]",232
1026,BLD08393_PS3_K3A_NIA0384,"[[-118.1345174121, 34.015580645, 0.0], [-118.128418808, 34.0156367556, 0.0], [-118.128486017, 34.0207152082, 0.0], [-118.1345849841, 34.020659087, 0.0]]",415
1027,BLD08394_PS3_K3A_NIA0384,"[[-118.128418808, 34.0156367556, 0.0], [-118.1223201871, 34.0156925639, 0.0], [-118.122387033, 34.0207710271, 0.0], [-118.128486017, 34.0207152082, 0.0]]",566
1028,BLD08396_PS3_K3A_NIA0384,"[[-118.1162215494, 34.0157480698, 0.0], [-118.1101228951, 34.0158032734, 0.0], [-118.1101890149, 34.0208817577, 0.0], [-118.1162880323, 34.0208265436, 0.0]]",366
1029,BLD08400_PS3_K3A_NIA0384,"[[-118.2259213935, 34.0096244306, 0.0], [-118.2198234156, 34.0096850641, 0.0], [-118.2198960516, 34.014763355, 0.0], [-118.2259943924, 34.01470271, 0.0]]",44
1030,BLD08404_PS3_K3A_NIA0384,"[[-118.2015293732, 34.0098651512, 0.0], [-118.1954313232, 34.0099245758, 0.0], [-118.1955025075, 34.0150029123, 0.0], [-118.2016009205, 34.0149434764, 0.0]]",22
1031,BLD08405_PS3_K3A_NIA0384,"[[-118.1954313232, 34.0099245758, 0.0], [-118.1893332552, 34.0099836982, 0.0], [-118.1894040767, 34.0150620459, 0.0], [-118.1955025075, 34.0150029123, 0.0]]",21
1032,BLD08750_PS3_K3A_NIA0385,"[[-118.2044672206, 34.1023494711, 0.0], [-118.1983625507, 34.1024091827, 0.0], [-118.1984341579, 34.1074874372, 0.0], [-118.2045391924, 34.1074277143, 0.0]]",385
1033,BLD08752_PS3_K3A_NIA0385,"[[-118.1922578629, 34.1024685911, 0.0], [-118.1861531573, 34.1025276961, 0.0], [-118.1862240354, 34.1076059731, 0.0], [-118.1923291056, 34.1075468568, 0.0]]",217
1034,BLD08754_PS3_K3A_NIA0385,"[[-118.1800484339, 34.1025864979, 0.0], [-118.1739436929, 34.1026449964, 0.0], [-118.1740138418, 34.1077232956, 0.0], [-118.1801189474, 34.1076647861, 0.0]]",342
1035,BLD08756_PS3_K3A_NIA0385,"[[-118.1678389343, 34.1027031916, 0.0], [-118.1617341582, 34.1027610835, 0.0], [-118.161803578, 34.1078394048, 0.0], [-118.1679087186, 34.1077815019, 0.0]]",231
1036,BLD08759_PS3_K3A_NIA0385,"[[-118.1495245541, 34.1028759574, 0.0], [-118.1434197261, 34.1029329395, 0.0], [-118.1434880521, 34.1080112934, 0.0], [-118.1495932446, 34.1079543005, 0.0]]",308
1037,BLD08760_PS3_K3A_NIA0385,"[[-118.1434197261, 34.1029329395, 0.0], [-118.1373148811, 34.1029896182, 0.0], [-118.1373828425, 34.1080679829, 0.0], [-118.1434880521, 34.1080112934, 0.0]]",379
1038,BLD08764_PS3_K3A_NIA0385,"[[-118.2593331938, 34.0967202769, 0.0], [-118.2532290538, 34.096782706, 0.0], [-118.2533039232, 34.1018608608, 0.0], [-118.2594084277, 34.1017984198, 0.0]]",404
1039,BLD08765_PS3_K3A_NIA0385,"[[-118.2532290538, 34.096782706, 0.0], [-118.2471248951, 34.0968448319, 0.0], [-118.2471994001, 34.1019229984, 0.0], [-118.2533039232, 34.1018608608, 0.0]]",173
1040,BLD09099_PS3_K3A_NIA0386,"[[-117.5320368381, 33.9035822542, 0.0], [-117.5259452904, 33.9036084131, 0.0], [-117.5259764857, 33.9086877319, 0.0], [-117.5320683947, 33.908661568, 0.0]]",202
1041,BLD09100_PS3_K3A_NIA0386,"[[-117.5259452904, 33.9036084131, 0.0], [-117.5198537349, 33.9036342708, 0.0], [-117.5198845689, 33.9087135945, 0.0], [-117.5259764857, 33.9086877319, 0.0]]",117
1042,BLD09102_PS3_K3A_NIA0386,"[[-117.5137621717, 33.9036598273, 0.0], [-117.5076706008, 33.9036850826, 0.0], [-117.5077007123, 33.908764416, 0.0], [-117.5137926444, 33.9087391559, 0.0]]",19
1043,BLD09103_PS3_K3A_NIA0386,"[[-117.5076706008, 33.9036850826, 0.0], [-117.5015790224, 33.9037100367, 0.0], [-117.5016087726, 33.9087893749, 0.0], [-117.5077007123, 33.908764416, 0.0]]",213
1044,BLD09104_PS3_K3A_NIA0386,"[[-117.5015790224, 33.9037100367, 0.0], [-117.4954874365, 33.9037346896, 0.0], [-117.4955168254, 33.9088140324, 0.0], [-117.5016087726, 33.9087893749, 0.0]]",146
1045,BLD09111_PS3_K3A_NIA0386,"[[-117.5990077998, 33.8981953673, 0.0], [-117.5929167052, 33.8982248338, 0.0], [-117.5929518655, 33.9033040989, 0.0], [-117.5990433212, 33.9032746268, 0.0]]",1
1046,BLD09112_PS3_K3A_NIA0386,"[[-117.5929167052, 33.8982248338, 0.0], [-117.5868256017, 33.8982539992, 0.0], [-117.5868604009, 33.9033332698, 0.0], [-117.5929518655, 33.9033040989, 0.0]]",12
1047,BLD09113_PS3_K3A_NIA0386,"[[-117.5868256017, 33.8982539992, 0.0], [-117.5807344896, 33.8982828634, 0.0], [-117.5807689276, 33.9033621395, 0.0], [-117.5868604009, 33.9033332698, 0.0]]",258
1048,BLD09115_PS3_K3A_NIA0386,"[[-117.5746433688, 33.8983114265, 0.0], [-117.5685522395, 33.8983396884, 0.0], [-117.5685859552, 33.9034189754, 0.0], [-117.5746774456, 33.903390708, 0.0]]",261
1049,BLD09117_PS3_K3A_NIA0386,"[[-117.5624611018, 33.8983676492, 0.0], [-117.5563699556, 33.8983953089, 0.0], [-117.556402949, 33.9034746064, 0.0], [-117.5624944563, 33.9034469415, 0.0]]",71
1050,BLD09119_PS3_K3A_NIA0386,"[[-117.5502788013, 33.8984226674, 0.0], [-117.5441876387, 33.8984497248, 0.0], [-117.5442199097, 33.9035290327, 0.0], [-117.5503114334, 33.9035019702, 0.0]]",101
1051,BLD09121_PS3_K3A_NIA0386,"[[-117.5380964681, 33.898476481, 0.0], [-117.5320052895, 33.8985029361, 0.0], [-117.5320368381, 33.9035822542, 0.0], [-117.5381283779, 33.903555794, 0.0]]",123
1052,BLD09125_PS3_K3A_NIA0386,"[[-117.5137317065, 33.8985804945, 0.0], [-117.5076404968, 33.898605745, 0.0], [-117.5076706008, 33.9036850826, 0.0], [-117.5137621717, 33.9036598273, 0.0]]",185
1053,BLD09126_PS3_K3A_NIA0386,"[[-117.5076404968, 33.898605745, 0.0], [-117.5015492796, 33.8986306944, 0.0], [-117.5015790224, 33.9037100367, 0.0], [-117.5076706008, 33.9036850826, 0.0]]",140
1054,BLD09128_PS3_K3A_NIA0386,"[[-117.4954580549, 33.8986553426, 0.0], [-117.4893668229, 33.8986796896, 0.0], [-117.4893958433, 33.9037590413, 0.0], [-117.4954874365, 33.9037346896, 0.0]]",151
1055,BLD09459_PS3_K3A_NIA0386,"[[-117.5802189538, 33.8220932145, 0.0], [-117.5741332396, 33.8221216961, 0.0], [-117.5741671886, 33.827201041, 0.0], [-117.5802532626, 33.827172554, 0.0]]",3
1056,BLD09462_PS3_K3A_NIA0386,"[[-117.5619617857, 33.8221777584, 0.0], [-117.5558760463, 33.8222053392, 0.0], [-117.5559089158, 33.8272847, 0.0], [-117.5619950151, 33.827257114, 0.0]]",74
1057,BLD09463_PS3_K3A_NIA0386,"[[-117.5558760463, 33.8222053392, 0.0], [-117.5497902985, 33.8222326196, 0.0], [-117.5498228083, 33.8273119857, 0.0], [-117.5559089158, 33.8272847, 0.0]]",66
1058,BLD09468_PS3_K3A_NIA0386,"[[-117.5254472272, 33.8223387386, 0.0], [-117.5193614396, 33.8223645176, 0.0], [-117.5193921503, 33.8274439088, 0.0], [-117.5254782977, 33.8274181249, 0.0]]",17
1059,BLD09469_PS3_K3A_NIA0386,"[[-117.5193614396, 33.8223645176, 0.0], [-117.5132756444, 33.8223899964, 0.0], [-117.5133059953, 33.8274693924, 0.0], [-117.5193921503, 33.8274439088, 0.0]]",36
1060,BLD09470_PS3_K3A_NIA0386,"[[-117.5132756444, 33.8223899964, 0.0], [-117.5071898416, 33.8224151748, 0.0], [-117.5072198326, 33.8274945757, 0.0], [-117.5133059953, 33.8274693924, 0.0]]",33
1061,BLD09475_PS3_K3A_NIA0386,"[[-117.5801846536, 33.8170138708, 0.0], [-117.5740992991, 33.817042347, 0.0], [-117.5741332396, 33.8221216961, 0.0], [-117.5802189538, 33.8220932145, 0.0]]",1
1062,BLD09477_PS3_K3A_NIA0386,"[[-117.5680139361, 33.8170705229, 0.0], [-117.5619285647, 33.8170983986, 0.0], [-117.5619617857, 33.8221777584, 0.0], [-117.5680475169, 33.8221498774, 0.0]]",52
1063,BLD09478_PS3_K3A_NIA0386,"[[-117.5619285647, 33.8170983986, 0.0], [-117.5558431849, 33.8171259741, 0.0], [-117.5558760463, 33.8222053392, 0.0], [-117.5619617857, 33.8221777584, 0.0]]",119
1064,BLD09479_PS3_K3A_NIA0386,"[[-117.5558431849, 33.8171259741, 0.0], [-117.5497577969, 33.8171532493, 0.0], [-117.5497902985, 33.8222326196, 0.0], [-117.5558760463, 33.8222053392, 0.0]]",80
1065,BLD09480_PS3_K3A_NIA0386,"[[-117.5497577969, 33.8171532493, 0.0], [-117.5436724008, 33.8171802244, 0.0], [-117.5437045427, 33.8222595998, 0.0], [-117.5497902985, 33.8222326196, 0.0]]",127
1066,BLD09481_PS3_K3A_NIA0386,"[[-117.5436724008, 33.8171802244, 0.0], [-117.5375869966, 33.8172068992, 0.0], [-117.5376187788, 33.8222862797, 0.0], [-117.5437045427, 33.8222595998, 0.0]]",136
1067,BLD09488_PS3_K3A_NIA0386,"[[-117.5679803637, 33.8119911642, 0.0], [-117.5618953519, 33.8120190346, 0.0], [-117.5619285647, 33.8170983986, 0.0], [-117.5680139361, 33.8170705229, 0.0]]",3
1068,BLD09504_PS3_K3A_NIA0387,"[[-117.580779743, 34.0423507494, 0.0], [-117.574678342, 34.0423794206, 0.0], [-117.5747126061, 34.047458583, 0.0], [-117.5808143708, 34.0474299063, 0.0]]",391
1069,BLD09758_PS3_K3A_NIA0387,"[[-117.5255224558, 33.986726368, 0.0], [-117.5194249762, 33.9867522601, 0.0], [-117.5194558813, 33.9918315154, 0.0], [-117.5255537237, 33.9918056185, 0.0]]",211
1070,BLD09823_PS3_K3A_NIA0387,"[[-117.5498141878, 33.9713820625, 0.0], [-117.5437178277, 33.9714091476, 0.0], [-117.5437501595, 33.9764883956, 0.0], [-117.5498468821, 33.9764613053, 0.0]]",34
1071,BLD09826_PS3_K3A_NIA0387,"[[-117.5315250834, 33.9714624121, 0.0], [-117.5254286993, 33.9714885913, 0.0], [-117.5254599436, 33.9765678545, 0.0], [-117.5315566902, 33.9765416702, 0.0]]",216
1072,BLD09828_PS3_K3A_NIA0387,"[[-117.5193323074, 33.9715144686, 0.0], [-117.5132359077, 33.9715400439, 0.0], [-117.5132664271, 33.9766193168, 0.0], [-117.5193631892, 33.9765937367, 0.0]]",70
1073,BLD09829_PS3_K3A_NIA0387,"[[-117.5132359077, 33.9715400439, 0.0], [-117.5071395004, 33.9715653173, 0.0], [-117.5071696573, 33.976644595, 0.0], [-117.5132664271, 33.9766193168, 0.0]]",30
1074,BLD09832_PS3_K3A_NIA0387,"[[-117.6351245687, 33.9658919952, 0.0], [-117.6290286938, 33.9659233018, 0.0], [-117.6290660907, 33.9710024767, 0.0], [-117.6351623278, 33.9709711642, 0.0]]",150
1075,BLD09833_PS3_K3A_NIA0387,"[[-117.6290286938, 33.9659233018, 0.0], [-117.6229328096, 33.9659543066, 0.0], [-117.6229698441, 33.9710334874, 0.0], [-117.6290660907, 33.9710024767, 0.0]]",137
1076,BLD09834_PS3_K3A_NIA0387,"[[-117.6229328096, 33.9659543066, 0.0], [-117.6168369162, 33.9659850094, 0.0], [-117.6168735883, 33.971064196, 0.0], [-117.6229698441, 33.9710334874, 0.0]]",258
1077,BLD09839_PS3_K3A_NIA0387,"[[-117.5924532513, 33.9661048018, 0.0], [-117.5863573129, 33.9661339952, 0.0], [-117.5863921732, 33.9712132102, 0.0], [-117.592488474, 33.9711840113, 0.0]]",299
1078,BLD09840_PS3_K3A_NIA0387,"[[-117.5863573129, 33.9661339952, 0.0], [-117.5802613656, 33.9661628867, 0.0], [-117.5802958636, 33.9712421071, 0.0], [-117.5863921732, 33.9712132102, 0.0]]",329
1079,BLD09841_PS3_K3A_NIA0387,"[[-117.5802613656, 33.9661628867, 0.0], [-117.5741654098, 33.9661914762, 0.0], [-117.5741995453, 33.9712707021, 0.0], [-117.5802958636, 33.9712421071, 0.0]]",325
1080,BLD09842_PS3_K3A_NIA0387,"[[-117.5741654098, 33.9661914762, 0.0], [-117.5680694454, 33.9662197639, 0.0], [-117.5681032186, 33.9712989951, 0.0], [-117.5741995453, 33.9712707021, 0.0]]",303
1081,BLD09844_PS3_K3A_NIA0387,"[[-117.5619734725, 33.9662477496, 0.0], [-117.5558774913, 33.9662754334, 0.0], [-117.5559105397, 33.9713546753, 0.0], [-117.5620068833, 33.9713269862, 0.0]]",303
1082,BLD09845_PS3_K3A_NIA0387,"[[-117.5558774913, 33.9662754334, 0.0], [-117.5497815018, 33.9663028154, 0.0], [-117.5498141878, 33.9713820625, 0.0], [-117.5559105397, 33.9713546753, 0.0]]",338
1083,BLD09848_PS3_K3A_NIA0387,"[[-117.5375894983, 33.9663566735, 0.0], [-117.5314934845, 33.9663831497, 0.0], [-117.5315250834, 33.9714624121, 0.0], [-117.5376214596, 33.9714359308, 0.0]]",196
1084,BLD09849_PS3_K3A_NIA0387,"[[-117.5314934845, 33.9663831497, 0.0], [-117.5253974628, 33.966409324, 0.0], [-117.5254286993, 33.9714885913, 0.0], [-117.5315250834, 33.9714624121, 0.0]]",78
1085,BLD09850_PS3_K3A_NIA0387,"[[-117.5253974628, 33.966409324, 0.0], [-117.5193014332, 33.9664351964, 0.0], [-117.5193323074, 33.9715144686, 0.0], [-117.5254286993, 33.9714885913, 0.0]]",131
1086,BLD10183_PS3_K3A_NIA0388,"[[-117.6886826729, 34.1102143405, 0.0], [-117.682576531, 34.1102484256, 0.0], [-117.6826173318, 34.1153274265, 0.0], [-117.6887238387, 34.115293335, 0.0]]",35
1087,BLD10184_PS3_K3A_NIA0388,"[[-117.682576531, 34.1102484256, 0.0], [-117.6764703788, 34.1102822071, 0.0], [-117.6765108147, 34.1153612145, 0.0], [-117.6826173318, 34.1153274265, 0.0]]",90
1088,BLD10191_PS3_K3A_NIA0388,"[[-117.6398332565, 34.1104785224, 0.0], [-117.6337270354, 34.1105101793, 0.0], [-117.6337649168, 34.1155892299, 0.0], [-117.6398715028, 34.115557567, 0.0]]",314
1089,BLD10192_PS3_K3A_NIA0388,"[[-117.6337270354, 34.1105101793, 0.0], [-117.6276208048, 34.1105415326, 0.0], [-117.6276583212, 34.1156205892, 0.0], [-117.6337649168, 34.1155892299, 0.0]]",270
1090,BLD10194_PS3_K3A_NIA0388,"[[-117.6215145648, 34.1105725825, 0.0], [-117.6154083155, 34.1106033288, 0.0], [-117.6154451021, 34.1156823971, 0.0], [-117.6215517163, 34.1156516449, 0.0]]",210
1091,BLD10195_PS3_K3A_NIA0388,"[[-117.6154083155, 34.1106033288, 0.0], [-117.609302057, 34.1106337715, 0.0], [-117.6093384786, 34.1157128456, 0.0], [-117.6154451021, 34.1156823971, 0.0]]",302
1092,BLD10198_PS3_K3A_NIA0388,"[[-117.5970895128, 34.1106937465, 0.0], [-117.5909832272, 34.1107232786, 0.0], [-117.5910185539, 34.1158023697, 0.0], [-117.5971252045, 34.1157728319, 0.0]]",283
1093,BLD10199_PS3_K3A_NIA0388,"[[-117.5909832272, 34.1107232786, 0.0], [-117.5848769328, 34.1107525072, 0.0], [-117.5849118945, 34.1158316039, 0.0], [-117.5910185539, 34.1158023697, 0.0]]",280
1094,BLD10200_PS3_K3A_NIA0388,"[[-117.5848769328, 34.1107525072, 0.0], [-117.5787706296, 34.1107814323, 0.0], [-117.5788052264, 34.1158605345, 0.0], [-117.5849118945, 34.1158316039, 0.0]]",221
1095,BLD10202_PS3_K3A_NIA0388,"[[-117.5726643178, 34.1108100539, 0.0], [-117.5665579974, 34.1108383719, 0.0], [-117.5665918642, 34.1159174848, 0.0], [-117.5726985496, 34.1158891614, 0.0]]",230
1096,BLD10203_PS3_K3A_NIA0388,"[[-117.5665579974, 34.1108383719, 0.0], [-117.5604516685, 34.1108663863, 0.0], [-117.5604851704, 34.1159455046, 0.0], [-117.5665918642, 34.1159174848, 0.0]]",377
1097,BLD10207_PS3_K3A_NIA0388,"[[-117.6825357403, 34.1051694204, 0.0], [-117.676429953, 34.1052031955, 0.0], [-117.6764703788, 34.1102822071, 0.0], [-117.682576531, 34.1102484256, 0.0]]",164
1098,BLD10209_PS3_K3A_NIA0388,"[[-117.6703241556, 34.1052366671, 0.0], [-117.6642183481, 34.1052698353, 0.0], [-117.6642580442, 34.1103488596, 0.0], [-117.6703642165, 34.1103156851, 0.0]]",175
1099,BLD10545_PS3_K3A_NIA0389,"[[-118.231327039, 33.9423299725, 0.0], [-118.2252338759, 33.9423907687, 0.0], [-118.2253066496, 33.9474691051, 0.0], [-118.2314001744, 33.9474082973, 0.0]]",127
1100,BLD10552_PS3_K3A_NIA0389,"[[-118.1886745176, 33.9427492153, 0.0], [-118.1825812288, 33.9428079013, 0.0], [-118.1826514706, 33.947886317, 0.0], [-118.1887451211, 33.9478276198, 0.0]]",111
1101,BLD10555_PS3_K3A_NIA0389,"[[-118.1703945986, 33.9429243688, 0.0], [-118.1643012573, 33.9429821503, 0.0], [-118.1643704139, 33.9480605992, 0.0], [-118.1704641169, 33.9480028066, 0.0]]",28
1102,BLD10556_PS3_K3A_NIA0389,"[[-118.1643012573, 33.9429821503, 0.0], [-118.1582078987, 33.9430396304, 0.0], [-118.1582766935, 33.9481180901, 0.0], [-118.1643704139, 33.9480605992, 0.0]]",199
1103,BLD10564_PS3_K3A_NIA0389,"[[-118.24343947, 33.93712917, 0.0], [-118.2373467051, 33.9371905574, 0.0], [-118.2374201838, 33.9422688749, 0.0], [-118.2435133102, 33.9422074758, 0.0]]",726
1104,BLD10569_PS3_K3A_NIA0389,"[[-118.2129754628, 33.9374330932, 0.0], [-118.2068826068, 33.9374929736, 0.0], [-118.2069542775, 33.9425713486, 0.0], [-118.2130474951, 33.9425114568, 0.0]]",628
1105,BLD10913_PS3_K3A_NIA0389,"[[-118.2850972133, 33.8706737325, 0.0], [-118.2790092718, 33.8707370727, 0.0], [-118.2790850344, 33.8758153636, 0.0], [-118.2851733362, 33.8757520114, 0.0]]",45
1106,BLD10914_PS3_K3A_NIA0389,"[[-118.2790092718, 33.8707370727, 0.0], [-118.2729213113, 33.8708001122, 0.0], [-118.2729967135, 33.8758784152, 0.0], [-118.2790850344, 33.8758153636, 0.0]]",50
1107,BLD10916_PS3_K3A_NIA0389,"[[-118.2668333319, 33.8708628511, 0.0], [-118.2607453338, 33.8709252893, 0.0], [-118.2608200152, 33.8760036161, 0.0], [-118.2669083738, 33.875941166, 0.0]]",170
